0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"0.0,0.0,0.0","-0.21657501946828517,-0.07952034333825693,0.011503718938195164","-0.3991301208820866,-0.22820843993248097,-0.0017094842508505815","-0.5391263743488428,-0.29428734584334004,-0.03976773175768991","-0.6432293405939473,-0.4019648409939455,-0.06988012218736106","-0.26055778089561293,-0.5956434700493562,0.10898037247263566","-0.3411020967890463,-0.8029649633112409,0.056744818905817625","-0.4610823718856935,-0.8375107026502806,-0.0009663297691028584","-0.5520997880536881,-0.8210976513578695,-0.03740827997421147","-0.20754221623488933,-0.6135566183801551,0.04872866682382864","-0.3022619530832709,-0.8931350763222455,-0.0004582709862487641","-0.4489678208502389,-0.9121166148621697,-0.040374483850891464","-0.5416638238504612,-0.8383854027618579,-0.06091156185432969","-0.1606200619456179,-0.6008219495652856,-0.028795009674144213","-0.24927132784300227,-0.8808581459944855,-0.06880183926560542","-0.4125080265011722,-0.9040980450672031,-0.08252286102172136","-0.5210491173498678,-0.8460352514171782,-0.08369802312466953","-0.13653276869612768,-0.5531026440192822,-0.11236315065543186","-0.24118276383515305,-0.7746335086150556,-0.14101795312959617","-0.3755103052364529,-0.8327428133740313,-0.14737694784944264","-0.4815909493196794,-0.8206755016057887,-0.14706809497185577"
"0.0,0.0,0.0","-0.1610546281635022,-0.16400840946800832,0.033856344358492364","-0.2756866574549411,-0.38033421961281094,0.0417614012513457","-0.38065013574042234,-0.5108593133066378,0.018641477903909895","-0.4570028561675446,-0.6573365332334785,-4.941453464263303e-05","-0.07203749926044817,-0.6461187516104572,0.17892287030528906","-0.09552013823075738,-0.8388618194486633,0.16429683305771803","-0.17013394040960833,-0.9165591665160966,0.12184513996856795","-0.25399898080576006,-0.9528637409178904,0.0889223942554305","-0.015672509420283694,-0.6476253887321497,0.11564556618455903","-0.03995235377156854,-0.9021910182253174,0.09089325952138486","-0.14574804342814826,-0.9817185060473029,0.042091341869304175","-0.2538144664735853,-0.9671827428678567,0.011651545276864222","0.02902289734798291,-0.6301021315828327,0.03692422654536714","0.009135528762264061,-0.8957965619556553,0.011399813084806806","-0.11461909604385657,-0.9761528985043678,-0.017527909033102956","-0.23304505040275064,-0.9691035887987862,-0.03131313968878635","0.05315599245003344,-0.5981727023948444,-0.04570839121653019","0.015315379343709919,-0.8222887248883958,-0.0643001178371562","-0.07794385476635274,-0.9266266650991443,-0.07824103246061205","-0.17326102723171788,-0.9615228088392209,-0.08620470660370577"
"0.0,0.0,0.0","-0.15060943772870528,-0.1860101162576269,0.026591917436708322","-0.2413328311030128,-0.41213309655230695,0.02754784673976912","-0.332708639056319,-0.557479496515567,-0.0012397692936469166","-0.37715023554777144,-0.7199689188825841,-0.024509188110787554","-0.005870710484137017,-0.6416758520404763,0.15163294232991414","0.006018205514121856,-0.8574141274731443,0.12212074131188161","-0.06880991897133514,-0.9469696392086445,0.07924446666060019","-0.1479162499320617,-0.9829665923397539,0.050347631026642595","0.04538849076699529,-0.6313750169013967,0.08951948060011818","0.06825107102035452,-0.9079453803582961,0.051607771487189966","-0.037847020548739355,-0.9975133109371513,0.00858946030224856","-0.13942720495369557,-0.9901477459795694,-0.012942011063911591","0.08262035326680134,-0.6031500481357513,0.011255109739055","0.09642925647199088,-0.8794337574686316,-0.025858078644524333","-0.02402586862133654,-0.9722441970111676,-0.04934723367032078","-0.13211539827693852,-0.976684699055763,-0.05534441327456698","0.09574434875489865,-0.5640505957407048,-0.0712257375460714","0.07720284550455545,-0.8051424502462856,-0.09852408303348266","-0.013316402499530823,-0.9191153644110924,-0.11106028871134195","-0.1030464585265702,-0.9607562565442516,-0.11478470833960099"
"0.0,0.0,0.0","-0.14567072872524986,-0.19511926067411406,0.021170675785355315","-0.2233185877810242,-0.42027307419957755,0.00913524383562359","-0.3084933399476244,-0.5633790527053736,-0.030300198546575115","-0.36127693684577245,-0.7110923156717592,-0.06356436283736305","0.04294139520842792,-0.6311862208216062,0.1146968929689387","0.04337464478735391,-0.8572146747697718,0.06573521600203037","-0.04649736540601343,-0.9606224190472404,0.01279722227163559","-0.13421806734540342,-0.9844155593284132,-0.01925163005406149","0.08394869446629974,-0.6222706125746105,0.05413527746243573","0.08286112219901516,-0.9159835281522999,0.003687633439456001","-0.040444293024738245,-1.004138402906836,-0.04195554961918731","-0.1494403861425071,-0.9866583518987465,-0.06459773694199915","0.10258463722196172,-0.5968087647908793,-0.02106378800714901","0.09485228208687964,-0.8813833204008311,-0.0632955017622193","-0.03686347937977535,-0.9738110163125822,-0.08606107488475397","-0.1474112807918456,-0.9687609141886037,-0.09268883033908294","0.08528654767979844,-0.5617145417310884,-0.09994888719965683","0.05447194415302507,-0.8002346335289812,-0.12566658682088477","-0.03282860137565134,-0.908107987472536,-0.1344587436974035","-0.11697083972591144,-0.943079084392791,-0.1364063524689993"
"0.0,0.0,0.0","-0.16475402296815597,-0.2090513866292613,0.032819683695910755","-0.24529274515194668,-0.4300684546876957,0.016111050930411937","-0.3333459477748969,-0.5770808149001808,-0.02552293462928611","-0.37921422397402565,-0.7221165845684601,-0.061580490142846056","0.08732597845664104,-0.6191932897543606,0.09076657711278445","0.042681084252371694,-0.8795751746000645,0.04151275322207772","-0.0767465257746526,-0.9684306767891745,-0.01183368902422038","-0.19004199068423075,-0.9816820350207494,-0.04365483129377024","0.11932028690750847,-0.6074346369926447,0.03027268780521464","0.04438132622779278,-0.9404676718551993,-0.012316894336103956","-0.09501938718811632,-1.008069810792809,-0.055274801932988823","-0.20270070184731212,-0.9758569626774384,-0.08133642397211517","0.11120046344723133,-0.5797444257607196,-0.03951570210923748","0.047196272843610915,-0.9033455527791371,-0.07073924985625557","-0.09296552061227163,-0.9810362342306028,-0.08383937813215626","-0.20294057071222366,-0.9699131408572499,-0.08881216059585005","0.0543691475174976,-0.5480541430553576,-0.1103976499679971","-0.0021955534071297837,-0.8154456326242021,-0.12934885613016714","-0.09741401313239219,-0.9139359239803823,-0.12826751010528994","-0.18600755549902456,-0.9402676682815274,-0.12409179012729844"
"0.0,0.0,0.0","-0.16694702792740654,-0.19650713295304909,0.006841601611117058","-0.24519567787863655,-0.4201208839186594,-0.020620638383772427","-0.323150550110006,-0.5750823261708277,-0.0647742360470701","-0.37652113484469335,-0.7158672893926259,-0.10313689457062789","0.09513967601024173,-0.6170339208906805,0.0357128782135319","0.04578127017005345,-0.8825878494605808,-0.0251256103925621","-0.0760018638512525,-0.9722687809940171,-0.07965272923073935","-0.17904065018871887,-0.9743052024796282,-0.11041984276745767","0.11823360391417427,-0.6020831228585436,-0.010758021148757079","0.04873353176899999,-0.9441472325293159,-0.06085736663687469","-0.09079827521622377,-1.0122499860533436,-0.09815589034831002","-0.19011031054826671,-0.9745021051219128,-0.11917934777553549","0.09998615636439115,-0.5653494907604132,-0.06637515634565902","0.037744984051362604,-0.8975474233352774,-0.10552162328326611","-0.10136524168157869,-0.9790190227671236,-0.11946813050733719","-0.2038079523438292,-0.9689305527271563,-0.12492739684856666","0.03480533240094836,-0.5190600737454502,-0.12417780783032331","-0.024291873014500746,-0.795071909766372,-0.1542319054596597","-0.1183527168063915,-0.8978077165296434,-0.1598047039388573","-0.19953982557506647,-0.9301861450522543,-0.1592286827679373"
"0.0,0.0,0.0","-0.21309899347400268,-0.08281214276758339,-0.012460923545263049","-0.39378262832643135,-0.2419280902926753,-0.03679658619920116","-0.5509243635981621,-0.32176822946206246,-0.0818158392800833","-0.6307402955476593,-0.4600434627321349,-0.11883824672629606","-0.2555312240384379,-0.6162946370783865,0.0977377864727798","-0.3306337455089122,-0.8311781565436447,0.03099270128989474","-0.44287052052823983,-0.873164255610266,-0.04435985605838481","-0.5466920716144501,-0.8515621486421484,-0.09164656503034906","-0.19847196997446126,-0.6327709597942793,0.05289703799872218","-0.2903722217405379,-0.9106337224189222,-0.02154125355128071","-0.42244397667602346,-0.9304131959363483,-0.09197657752025376","-0.52686824971371,-0.8403428586988206,-0.12741164498390858","-0.13676455145382105,-0.6260676401927479,-0.009246468032865975","-0.2167518251316012,-0.8965079585781156,-0.06140779953076614","-0.36021345526307585,-0.9217575073150281,-0.09712654535250523","-0.47191237611547565,-0.8517764203619547,-0.10811728509866972","-0.08312816045848927,-0.5867803624654876,-0.07870446095858076","-0.17043263370469525,-0.8019073725214347,-0.11045688689717502","-0.28752068688507476,-0.879185234201152,-0.12923891184778208","-0.3878514812156053,-0.8819773857203229,-0.1352445008877421"
"0.0,0.0,0.0","-0.23287568427192692,-0.03244391699642873,-0.005238268108972666","-0.4542673538466756,-0.14390446403305587,-0.03109154737699774","-0.6220716004716059,-0.18099422002712418,-0.07977969478767596","-0.7299370304124987,-0.2757708706590285,-0.11960506190992758","-0.3874515804932482,-0.553195992063271,0.07012404136760086","-0.5300324419459148,-0.79553261710514,-0.02336082551025206","-0.66189460690331,-0.763942689382309,-0.10332243871424582","-0.7395599625252567,-0.6751793109037341,-0.14633187873664621","-0.32154372619961774,-0.5902750428937866,0.01529751467258172","-0.48469991200051077,-0.9011843000170284,-0.08951940533845743","-0.6398999394553744,-0.8281615516452338,-0.1605303719632021","-0.7121696906625588,-0.676432319999941,-0.18775954878805146","-0.24686894890900676,-0.5932342126792273,-0.056908794554138144","-0.3928233507702894,-0.8597372394806976,-0.13476008927274427","-0.5678830724890944,-0.7953193217709585,-0.1786584176544043","-0.6658272396272804,-0.6726324918992891,-0.18990944355614853","-0.1837789764403435,-0.555863193661629,-0.1340405583682497","-0.3376370207509821,-0.7229281780487713,-0.18123786973406578","-0.4894588621602163,-0.7200348551183905,-0.2078848775466571","-0.5962343852609167,-0.6693496424045439,-0.21807880641961633"
"0.0,0.0,0.0","-0.21280772711094437,-0.07846890183832961,0.01727673482096813","-0.3971200993677323,-0.2539845640693997,0.010092217313948347","-0.5392626506899736,-0.3347014950354725,-0.02336455169966242","-0.6326378960332305,-0.4445957096103669,-0.05014430342529238","-0.2685597230162273,-0.6202496186065153,0.10846243708529835","-0.36322077721435403,-0.8444346936745397,0.04813166393163642","-0.48602112488679955,-0.8620010530611077,-0.012507223969889882","-0.5764339395498069,-0.8156843039227182,-0.04790009602302612","-0.2088563003420577,-0.6392365204740836,0.04846999938911451","-0.3260191044501079,-0.9306662083418372,-0.017752377508580514","-0.4716772634123145,-0.9228028538798005,-0.07295401675699376","-0.5652112646561284,-0.8190834082792007,-0.09817635452362461","-0.1488642305759664,-0.6236066602453262,-0.026872173179595813","-0.2629149632745339,-0.8850231273341006,-0.07989207451124622","-0.4239249697401207,-0.8697351809796886,-0.11383887151526952","-0.5294617526234122,-0.7798078441393772,-0.12501640969469732","-0.10969557979979559,-0.5717037353309393,-0.1057238172638256","-0.236437289572791,-0.7631042926884319,-0.14013500138814586","-0.37105317807377014,-0.7875922004499406,-0.15921015900306337","-0.4724345822298039,-0.7511545879319754,-0.167052351550425"
"0.0,0.0,0.0","-0.20540161498540396,-0.15312578128507098,0.002984866859886219","-0.34409302684428106,-0.3460465117513214,-0.02741713105729716","-0.4637872964955871,-0.45978457772926945,-0.06900041378145165","-0.5450475585363788,-0.5515177467109731,-0.10624640702739728","-0.0598011512624153,-0.6401534284927507,0.005125703562884034","-0.1933551247253221,-0.8539398668951473,-0.0603285261527421","-0.33457520280934555,-0.9062538626554384,-0.11908990632291434","-0.4463360615186578,-0.8890269587066406,-0.1528217078147386","-0.037445919679709366,-0.6212719757732506,-0.03334854873056411","-0.2178022216577089,-0.9148936155089974,-0.09434548482766766","-0.3671606168795367,-0.9348632885913997,-0.1434463361314313","-0.46336682623136494,-0.8690570277724821,-0.17329473975724588","-0.04711759526267386,-0.5692557128411004,-0.07685371340585617","-0.20291712736120004,-0.8387308248419227,-0.11962351978911227","-0.3534846754197158,-0.876796534193608,-0.14660687882963816","-0.45877895587902434,-0.8366130883660091,-0.16156399971678853","-0.10325278215272543,-0.49071664633695505,-0.12075649891940875","-0.24107196747003948,-0.7022324421718494,-0.14625808060989234","-0.3480727108536871,-0.7685057584723254,-0.1570174715960691","-0.43409085350492066,-0.7775533468540394,-0.1627187458328606"
"0.0,0.0,0.0","-0.19809090521334619,-0.1634811572458004,-0.009109443020232321","-0.3352307498648446,-0.36298323095626506,-0.046521462227733075","-0.45312007904132,-0.48295918531319315,-0.09019072302530703","-0.5193028495622303,-0.5732997689774499,-0.1286322270664379","-0.02362983172404248,-0.6258790283207236,-0.013554913644334459","-0.1668636006322058,-0.8550513441322278,-0.0751695309693949","-0.30479258775183804,-0.9302153748776333,-0.13142890985630845","-0.4275461038817569,-0.9317417272152809,-0.16462655304190488","-0.012816033215868746,-0.602593250062539,-0.041575277529433165","-0.20929969108217836,-0.9261752850260103,-0.10746611444007166","-0.34987357881742903,-0.9442256914111271,-0.16425922769641688","-0.4435410113554658,-0.874109192995383,-0.19800123728585795","-0.02674578764124679,-0.551949312271046,-0.07149718779143378","-0.17598393036358267,-0.8409511442549685,-0.11256666129749109","-0.3218710888698311,-0.8791321738561456,-0.14206017443511765","-0.4298098325395549,-0.8326465058682636,-0.15726146607983402","-0.08752373954102768,-0.48038036560030606,-0.101820691423733","-0.21532720153483875,-0.7006643006425394,-0.12210700840400557","-0.3198680219089531,-0.7726737589230488,-0.13153591680931448","-0.40684780076956284,-0.7825175663464197,-0.13583786472180806"
"0.0,0.0,0.0","-0.18228403720651398,-0.04466166040211162,-0.050886725311036045","-0.3624275154171842,-0.1682329411557419,-0.0993545837823639","-0.5116835361527535,-0.23947397987711957,-0.15481155211813508","-0.5914761838293021,-0.3674338296853895,-0.20313689279339758","-0.31486487311218275,-0.5703468966041703,-0.004777432508143336","-0.36832098974360994,-0.8254555965312854,-0.09856100676128536","-0.45052794079066616,-0.8866143406424704,-0.18190749748660728","-0.5188800022150882,-0.8474449842520811,-0.22658543052565636","-0.23518794196496723,-0.6010757358434846,-0.026393965209617322","-0.29246073609620077,-0.8966401545657268,-0.11810298004684511","-0.3930636633549409,-0.9415974037893661,-0.1832973135189195","-0.47925496279124535,-0.8518461483031108,-0.21135945746787985","-0.14533956724873598,-0.6005774462988053,-0.06338534045912701","-0.19773612980885466,-0.8764671030821416,-0.12906232427870307","-0.30033870954132547,-0.9265257194373671,-0.16288975402637768","-0.3886434100125077,-0.864924379281165,-0.1710003413110801","-0.045662962615116404,-0.5667846773908055,-0.10808417701025111","-0.11796827853144885,-0.762681740929902,-0.156775412170484","-0.21469470205753016,-0.8484369386162027,-0.18207771443488965","-0.3065476491679569,-0.8611708735601271,-0.18817738262799696"
"0.0,0.0,0.0","-0.1747028255855363,-0.00984197546098598,-0.09778649857350932","-0.356652172045241,-0.11538990638329688,-0.17662862745356506","-0.5017953180453577,-0.17374940179254625,-0.25488830523805617","-0.5061730250633897,-0.34072836954811425,-0.3276451301895879","-0.3447477092313685,-0.5588865681250769,-0.06636806190237612","-0.3870529731018802,-0.8399116689350761,-0.18397996295991462","-0.45994238875845217,-0.9037352244341778,-0.2981477481815512","-0.5098519157786051,-0.8402550348465375,-0.368232626913835","-0.24499303629946165,-0.6033682884950584,-0.07226595872703184","-0.3007727036045145,-0.933000188557363,-0.19429437907881253","-0.36769696996185014,-0.9536931935504562,-0.31311231904298037","-0.4155777628315782,-0.8253430991874038,-0.3822353877699341","-0.13979347176305096,-0.6064527478113663,-0.09178433404356416","-0.19268869872934632,-0.9022869620248521,-0.1674105262891585","-0.2709209129706308,-0.9486488607838072,-0.24523546230506116","-0.32219556951256495,-0.8443301089844737,-0.2906105486864923","-0.014664516350965901,-0.5637161930205117,-0.12089823565704409","-0.08193485721008398,-0.7716836330443848,-0.17189851720828905","-0.15984099884734104,-0.8646753726509716,-0.2220509188345808","-0.22838646068834267,-0.8612650490837379,-0.2543768765060045"
